
carediolgy	["[('cardiology', 0.9), ('cardiology]', 0.9), ('cardiology\\\\', 0.9), ('cardiology;', 0.9)]"]	cardiology	Changed	{'Corrected - Using MultiEdit Probable Candidates [carediolgy ==> cardiology]'}
eythromycin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [eythromycin ==> erythromycin]'}
eythromycin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [eythromycin ==> erythromycin]'}
eythromycin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [eythromycin ==> erythromycin]'}
eythromycin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [eythromycin ==> erythromycin]'}
verrtex	["[('vertex', 2.026583095784018e-06)]"]	vertex	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [verrtex ==> vertex]'}
recreationl	["[('recreational', 1.215949857470411e-06), ('recreation', 1.215949857470411e-06)]"]	recreational	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [recreationl ==> recreational]'}
iompared	["[('ompared', 0.9), ('impared', 0.9), ('imparted', 0.9), ('impaired', 0.9)]"]	ompared	Changed	{'Corrected - Using MultiEdit Probable Candidates [iompared ==> ompared]'}
aggitating	["[('agitation', 0.9), ('cavitating', 0.9), ('agitation;', 0.9), ('agitation:', 0.9)]"]	agitation	Changed	{'Corrected - Using MultiEdit Probable Candidates [aggitating ==> agitation]'}
aggitating	["[('agitation', 0.9), ('cavitating', 0.9), ('agitation;', 0.9), ('agitation:', 0.9)]"]	agitation	Changed	{'Corrected - Using MultiEdit Probable Candidates [aggitating ==> agitation]'}
aggitating	["[('agitation', 0.9), ('cavitating', 0.9), ('agitation;', 0.9), ('agitation:', 0.9)]"]	agitation	Changed	{'Corrected - Using MultiEdit Probable Candidates [aggitating ==> agitation]'}
aggitating	["[('agitation', 0.9), ('cavitating', 0.9), ('agitation;', 0.9), ('agitation:', 0.9)]"]	agitation	Changed	{'Corrected - Using MultiEdit Probable Candidates [aggitating ==> agitation]'}
aggitating	["[('agitation', 0.9), ('cavitating', 0.9), ('agitation;', 0.9), ('agitation:', 0.9)]"]	agitation	Changed	{'Corrected - Using MultiEdit Probable Candidates [aggitating ==> agitation]'}
symmptoms	["[('symptoms', 6.64719255417158e-05)]"]	symptoms	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [symmptoms ==> symptoms]'}
symmptoms	["[('symptoms', 6.64719255417158e-05)]"]	symptoms	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [symmptoms ==> symptoms]'}
symmptoms	["[('symptoms', 6.64719255417158e-05)]"]	symptoms	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [symmptoms ==> symptoms]'}
symmptoms	["[('symptoms', 6.64719255417158e-05)]"]	symptoms	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [symmptoms ==> symptoms]'}
intrgrillin	["[('integrilin', 0.9), ('integrilin)', 0.9), ('instilling', 0.9), ('trillion', 0.9)]"]	integrilin	Changed	{'Corrected - Using MultiEdit Probable Candidates [intrgrillin ==> integrilin]'}
cathotomy	["[('arthrotomy', 0.9), ('autotomy', 0.9), ('cyathostome', 0.9), ('meatotomy', 0.9)]"]	arthrotomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [cathotomy ==> arthrotomy]'}
eneteroscopy	["[('enteroscopy', 0.9), ('enteroscopy.', 0.9), ('enteroscopy,', 0.9), ('entoroscopy', 0.9)]"]	enteroscopy	Changed	{'Corrected - Using MultiEdit Probable Candidates [eneteroscopy ==> enteroscopy]'}
eneteroscopy	["[('enteroscopy', 0.9), ('enteroscopy.', 0.9), ('enteroscopy,', 0.9), ('entoroscopy', 0.9)]"]	enteroscopy	Changed	{'Corrected - Using MultiEdit Probable Candidates [eneteroscopy ==> enteroscopy]'}
eneteroscopy	["[('enteroscopy', 0.9), ('enteroscopy.', 0.9), ('enteroscopy,', 0.9), ('entoroscopy', 0.9)]"]	enteroscopy	Changed	{'Corrected - Using MultiEdit Probable Candidates [eneteroscopy ==> enteroscopy]'}
eneteroscopy	["[('enteroscopy', 0.9), ('enteroscopy.', 0.9), ('enteroscopy,', 0.9), ('entoroscopy', 0.9)]"]	enteroscopy	Changed	{'Corrected - Using MultiEdit Probable Candidates [eneteroscopy ==> enteroscopy]'}
tropnins	["[('troponins', 0.9), ('troponins.', 0.9), ('troponins,', 0.9), ('troponins)', 0.9)]"]	troponins	Changed	{'Corrected - Using MultiEdit Probable Candidates [tropnins ==> troponins]'}
tropnins	["[('troponins', 0.9), ('troponins.', 0.9), ('troponins,', 0.9), ('troponins)', 0.9)]"]	troponins	Changed	{'Corrected - Using MultiEdit Probable Candidates [tropnins ==> troponins]'}
tropnins	["[('troponins', 0.9), ('troponins.', 0.9), ('troponins,', 0.9), ('troponins)', 0.9)]"]	troponins	Changed	{'Corrected - Using MultiEdit Probable Candidates [tropnins ==> troponins]'}
celcoxib	["[('celecoxib', 4.0531661915680364e-07)]"]	celecoxib	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [celcoxib ==> celecoxib]'}
retsriction	["[('restriction', 1.337544843217452e-05)]"]	restriction	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [retsriction ==> restriction]'}
retsriction	["[('restriction', 1.337544843217452e-05)]"]	restriction	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [retsriction ==> restriction]'}
thickineng	["[('ticking', 0.9), ('thickening', 0.9), ('tricking', 0.9), ('ticking,', 0.9)]"]	ticking	Changed	{'Corrected - Using MultiEdit Probable Candidates [thickineng ==> ticking]'}
addedndum	["[('addendum', 8.7921363132814e-06)]"]	addendum	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [addedndum ==> addendum]'}
addedndum	["[('addendum', 8.7921363132814e-06)]"]	addendum	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [addedndum ==> addendum]'}
addedndum	["[('addendum', 8.7921363132814e-06)]"]	addendum	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [addedndum ==> addendum]'}
imprves	["[('improves', 0.9), ('nimproves', 0.9), ('improves/', 0.9), ('improves.', 0.9)]"]	improves	Changed	{'Corrected - Using MultiEdit Probable Candidates [imprves ==> improves]'}
imprves	["[('improves', 0.9), ('nimproves', 0.9), ('improves/', 0.9), ('improves.', 0.9)]"]	improves	Changed	{'Corrected - Using MultiEdit Probable Candidates [imprves ==> improves]'}
imprves	["[('improves', 0.9), ('nimproves', 0.9), ('improves/', 0.9), ('improves.', 0.9)]"]	improves	Changed	{'Corrected - Using MultiEdit Probable Candidates [imprves ==> improves]'}
goint	["[('joint', 0.0005868984645390516), ('point', 1.8644564481212966e-05)]"]	joint	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [goint ==> joint]'}
goint	["[('joint', 0.0005868984645390516), ('point', 1.8644564481212966e-05)]"]	joint	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [goint ==> joint]'}
goint	["[('joint', 0.0005868984645390516), ('point', 1.8644564481212966e-05)]"]	joint	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [goint ==> joint]'}
goint	["[('joint', 0.0005868984645390516), ('point', 1.8644564481212966e-05)]"]	joint	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [goint ==> joint]'}
goint	["[('joint', 0.0005868984645390516), ('point', 1.8644564481212966e-05)]"]	joint	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [goint ==> joint]'}
lichanified	["[('lichenified', 0.9), ('technified', 0.9), ('lichenized', 0.9), ('chronified', 0.9)]"]	lichenified	Changed	{'Corrected - Using MultiEdit Probable Candidates [lichanified ==> lichenified]'}
ilnconsistently	["[('inconsistently', 8.7921363132814e-06)]"]	inconsistently	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [ilnconsistently ==> inconsistently]'}
fragmeny	["[('fragment', 8.91696562144968e-06)]"]	fragment	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [fragmeny ==> fragment]'}
veerapamil	["[('verapamil', 8.106332383136073e-07)]"]	verapamil	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [veerapamil ==> verapamil]'}
radaiation	["[('radiation', 5.106989401375726e-05)]"]	radiation	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [radaiation ==> radiation]'}
radaiation	["[('radiation', 5.106989401375726e-05)]"]	radiation	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [radaiation ==> radiation]'}
trancortical	["[('transcortical', 0.9), ('transcritical', 0.9), ('intracortical', 0.9), ('tricortical', 0.9)]"]	transcortical	Changed	{'Corrected - Using MultiEdit Probable Candidates [trancortical ==> transcortical]'}
ruputure	["[('rupture', 0.00020630615915081304)]"]	rupture	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ruputure ==> rupture]'}
ruputure	["[('rupture', 0.00020630615915081304)]"]	rupture	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ruputure ==> rupture]'}
ruputure	["[('rupture', 0.00020630615915081304)]"]	rupture	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ruputure ==> rupture]'}
ruputure	["[('rupture', 0.00020630615915081304)]"]	rupture	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ruputure ==> rupture]'}
ruputure	["[('rupture', 0.00020630615915081304)]"]	rupture	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ruputure ==> rupture]'}
antiarrhymatic	["[('antiarrhythmic', 0.9), ('antiaromatic', 0.9), ('antiarrhythmics', 0.9), ('anti-arrhythmic', 0.9)]"]	antiarrhythmic	Changed	{'Corrected - Using MultiEdit Probable Candidates [antiarrhymatic ==> antiarrhythmic]'}
hyperphosphtemia	["[('hyperphosphatemia', 1.6212664766272145e-06)]"]	hyperphosphatemia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hyperphosphtemia ==> hyperphosphatemia]'}
dwait	["[('wait', 0.00014946631732578382), ('await', 1.4653560522135668e-05)]"]	wait	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [dwait ==> wait]'}
respositions	["[('prepositions', 0.9), ('reposition', 0.9), ('presuppositions', 0.9), ('predispositions', 0.9)]"]	prepositions	Changed	{'Corrected - Using MultiEdit Probable Candidates [respositions ==> prepositions]'}
respositions	["[('prepositions', 0.9), ('reposition', 0.9), ('presuppositions', 0.9), ('predispositions', 0.9)]"]	prepositions	Changed	{'Corrected - Using MultiEdit Probable Candidates [respositions ==> prepositions]'}
respositions	["[('prepositions', 0.9), ('reposition', 0.9), ('presuppositions', 0.9), ('predispositions', 0.9)]"]	prepositions	Changed	{'Corrected - Using MultiEdit Probable Candidates [respositions ==> prepositions]'}
respositions	["[('prepositions', 0.9), ('reposition', 0.9), ('presuppositions', 0.9), ('predispositions', 0.9)]"]	prepositions	Changed	{'Corrected - Using MultiEdit Probable Candidates [respositions ==> prepositions]'}
respositions	["[('prepositions', 0.9), ('reposition', 0.9), ('presuppositions', 0.9), ('predispositions', 0.9)]"]	prepositions	Changed	{'Corrected - Using MultiEdit Probable Candidates [respositions ==> prepositions]'}
interpet	["[('interpret', 2.6376408939844203e-05), ('internet', 8.7921363132814e-06)]"]	interpret	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [interpet ==> interpret]'}
interpet	["[('interpret', 2.6376408939844203e-05), ('internet', 8.7921363132814e-06)]"]	interpret	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [interpet ==> interpret]'}
interpet	["[('interpret', 2.6376408939844203e-05), ('internet', 8.7921363132814e-06)]"]	interpret	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [interpet ==> interpret]'}
interpet	["[('interpret', 2.6376408939844203e-05), ('internet', 8.7921363132814e-06)]"]	interpret	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [interpet ==> interpret]'}
interpet	["[('interpret', 2.6376408939844203e-05), ('internet', 8.7921363132814e-06)]"]	interpret	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [interpet ==> interpret]'}
unlely	['[(\'unlikely\', 0.9), (\'unlikely.\', 0.9), (\'unlikely,\', 0.9), (\'unlikely"\', 0.9)]']	unlikely	Changed	{'Corrected - Using MultiEdit Probable Candidates [unlely ==> unlikely]'}
supoprtive	["[('supportive', 4.0531661915680364e-07)]"]	supportive	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [supoprtive ==> supportive]'}
supoprtive	["[('supportive', 4.0531661915680364e-07)]"]	supportive	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [supoprtive ==> supportive]'}
heptacellular	["[('hepatocellular', 0.9), ('hepatocellular,', 0.9), ('hepato-cellular', 0.9), ('hepatocelluar', 0.9)]"]	hepatocellular	Changed	{'Corrected - Using MultiEdit Probable Candidates [heptacellular ==> hepatocellular]'}
ecsherichia	["[('escherichia', 1.986051433868338e-05)]"]	escherichia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ecsherichia ==> escherichia]'}
peratracheal	["[('paratracheal', 8.106332383136073e-07)]"]	paratracheal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [peratracheal ==> paratracheal]'}
peratracheal	["[('paratracheal', 8.106332383136073e-07)]"]	paratracheal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [peratracheal ==> paratracheal]'}
peratracheal	["[('paratracheal', 8.106332383136073e-07)]"]	paratracheal	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [peratracheal ==> paratracheal]'}
subcaspsular	["[('subcapsular', 1.459139828964493e-05)]"]	subcapsular	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [subcaspsular ==> subcapsular]'}
subcaspsular	["[('subcapsular', 1.459139828964493e-05)]"]	subcapsular	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [subcaspsular ==> subcapsular]'}
dlateral	["[('lateral', 0.0002934492322695258)]"]	lateral	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [dlateral ==> lateral]'}
dlateral	["[('lateral', 0.0002934492322695258)]"]	lateral	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [dlateral ==> lateral]'}
colisitina	["[('colistin', 0.9), ('colistin.', 0.9), ('collybistin', 0.9), ('collisional', 0.9)]"]	colistin	Changed	{'Corrected - Using MultiEdit Probable Candidates [colisitina ==> colistin]'}
criciod	["[('cricoid', 2.8372163340976255e-06)]"]	cricoid	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [criciod ==> cricoid]'}
containemnt	["[('containment', 1.4653560522135668e-05)]"]	containment	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [containemnt ==> containment]'}
containemnt	["[('containment', 1.4653560522135668e-05)]"]	containment	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [containemnt ==> containment]'}
containemnt	["[('containment', 1.4653560522135668e-05)]"]	containment	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [containemnt ==> containment]'}
containemnt	["[('containment', 1.4653560522135668e-05)]"]	containment	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [containemnt ==> containment]'}
immunosuppresents	["[('immunosuppresants', 0.9), ('immunosuppressants', 0.9), ('immunosuppressants/', 0.9), ('immunosuppressants.', 0.9)]"]	immunosuppresants	Changed	{'Corrected - Using MultiEdit Probable Candidates [immunosuppresents ==> immunosuppresants]'}
immunosuppresents	["[('immunosuppresants', 0.9), ('immunosuppressants', 0.9), ('immunosuppressants/', 0.9), ('immunosuppressants.', 0.9)]"]	immunosuppresants	Changed	{'Corrected - Using MultiEdit Probable Candidates [immunosuppresents ==> immunosuppresants]'}
immunosuppresents	["[('immunosuppresants', 0.9), ('immunosuppressants', 0.9), ('immunosuppressants/', 0.9), ('immunosuppressants.', 0.9)]"]	immunosuppresants	Changed	{'Corrected - Using MultiEdit Probable Candidates [immunosuppresents ==> immunosuppresants]'}
immunosuppresents	["[('immunosuppresants', 0.9), ('immunosuppressants', 0.9), ('immunosuppressants/', 0.9), ('immunosuppressants.', 0.9)]"]	immunosuppresants	Changed	{'Corrected - Using MultiEdit Probable Candidates [immunosuppresents ==> immunosuppresants]'}
immunosuppresents	["[('immunosuppresants', 0.9), ('immunosuppressants', 0.9), ('immunosuppressants/', 0.9), ('immunosuppressants.', 0.9)]"]	immunosuppresants	Changed	{'Corrected - Using MultiEdit Probable Candidates [immunosuppresents ==> immunosuppresants]'}
brance	["[('branch', 3.445191262832831e-05), ('trance', 4.0531661915680364e-07)]"]	branch	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [brance ==> branch]'}
brance	["[('branch', 3.445191262832831e-05), ('trance', 4.0531661915680364e-07)]"]	branch	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [brance ==> branch]'}
expirqtory	["[('expiratory', 4.053166191568036e-06)]"]	expiratory	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [expirqtory ==> expiratory]'}
expirqtory	["[('expiratory', 4.053166191568036e-06)]"]	expiratory	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [expirqtory ==> expiratory]'}
haematochezia	["[('hematochezia', 1.215949857470411e-06)]"]	hematochezia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [haematochezia ==> hematochezia]'}
bronhcial	["[('bronchial', 1.8644564481212966e-05)]"]	bronchial	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bronhcial ==> bronchial]'}
bronhcial	["[('bronchial', 1.8644564481212966e-05)]"]	bronchial	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bronhcial ==> bronchial]'}
bronhcial	["[('bronchial', 1.8644564481212966e-05)]"]	bronchial	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bronhcial ==> bronchial]'}
cnadidate	["[('candidate', 3.51685452531256e-05)]"]	candidate	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [cnadidate ==> candidate]'}
cnadidate	["[('candidate', 3.51685452531256e-05)]"]	candidate	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [cnadidate ==> candidate]'}
assistsance	["[('assistance', 8.106332383136073e-07)]"]	assistance	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [assistsance ==> assistance]'}
assistsance	["[('assistance', 8.106332383136073e-07)]"]	assistance	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [assistsance ==> assistance]'}
pedestrin	["[('pedestrian', 0.0002123859084381651)]"]	pedestrian	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [pedestrin ==> pedestrian]'}
pedestrin	["[('pedestrian', 0.0002123859084381651)]"]	pedestrian	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [pedestrin ==> pedestrian]'}
erythromyocin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [erythromyocin ==> erythromycin]'}
erythromyocin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [erythromyocin ==> erythromycin]'}
erythromyocin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [erythromyocin ==> erythromycin]'}
erythromyocin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [erythromyocin ==> erythromycin]'}
erythromyocin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [erythromyocin ==> erythromycin]'}
gentteal	["[('genital', 0.9), ('general', 0.9), ('enteral', 0.9), ('gente', 0.9)]"]	genital	Changed	{'Corrected - Using MultiEdit Probable Candidates [gentteal ==> genital]'}
heterogebous	["[('heterogenous', 4.0531661915680364e-07)]"]	heterogenous	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [heterogebous ==> heterogenous]'}
cardiognitc	["[('cardiogenic', 0.9), ('cardiogenic,', 0.9), ('cariogenic', 0.9), ('cardiogenetic', 0.9)]"]	cardiogenic	Changed	{'Corrected - Using MultiEdit Probable Candidates [cardiognitc ==> cardiogenic]'}
antipyschotic	["[('antipsychotic', 2.8372163340976255e-06)]"]	antipsychotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [antipyschotic ==> antipsychotic]'}
antipyschotic	["[('antipsychotic', 2.8372163340976255e-06)]"]	antipsychotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [antipyschotic ==> antipsychotic]'}
antipyschotic	["[('antipsychotic', 2.8372163340976255e-06)]"]	antipsychotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [antipyschotic ==> antipsychotic]'}
justs	[]	justs	Same	{'Same- Token Exists in English Vocabulary [justs]'}
justs	[]	justs	Same	{'Same- Token Exists in English Vocabulary [justs]'}
justs	[]	justs	Same	{'Same- Token Exists in English Vocabulary [justs]'}
justs	[]	justs	Same	{'Same- Token Exists in English Vocabulary [justs]'}
justs	[]	justs	Same	{'Same- Token Exists in English Vocabulary [justs]'}
distendes	["[('distended', 8.106332383136073e-07)]"]	distended	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [distendes ==> distended]'}
distendes	["[('distended', 8.106332383136073e-07)]"]	distended	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [distendes ==> distended]'}
distendes	["[('distended', 8.106332383136073e-07)]"]	distended	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [distendes ==> distended]'}
nectotic	["[('necrotic', 4.45848281072484e-06)]"]	necrotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [nectotic ==> necrotic]'}
nectotic	["[('necrotic', 4.45848281072484e-06)]"]	necrotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [nectotic ==> necrotic]'}
nectotic	["[('necrotic', 4.45848281072484e-06)]"]	necrotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [nectotic ==> necrotic]'}
nectotic	["[('necrotic', 4.45848281072484e-06)]"]	necrotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [nectotic ==> necrotic]'}
nectotic	["[('necrotic', 4.45848281072484e-06)]"]	necrotic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [nectotic ==> necrotic]'}
ythick	["[('thick', 7.701015763979268e-06)]"]	thick	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ythick ==> thick]'}
senstivites	["[('sensitivities', 0.9), ('sensitivities:', 0.9), ('sensitivities/', 0.9), ('sensitivities.', 0.9)]"]	sensitivities	Changed	{'Corrected - Using MultiEdit Probable Candidates [senstivites ==> sensitivities]'}
senstivites	["[('sensitivities', 0.9), ('sensitivities:', 0.9), ('sensitivities/', 0.9), ('sensitivities.', 0.9)]"]	sensitivities	Changed	{'Corrected - Using MultiEdit Probable Candidates [senstivites ==> sensitivities]'}
senstivites	["[('sensitivities', 0.9), ('sensitivities:', 0.9), ('sensitivities/', 0.9), ('sensitivities.', 0.9)]"]	sensitivities	Changed	{'Corrected - Using MultiEdit Probable Candidates [senstivites ==> sensitivities]'}
downgoin	["[('ongoing', 0.9), ('dogon', 0.9), ('ongoing\\\\', 0.9), ('ongoing/', 0.9)]"]	ongoing	Changed	{'Corrected - Using MultiEdit Probable Candidates [downgoin ==> ongoing]'}
tranpsort	["[('transport', 0.0003242532953254429)]"]	transport	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tranpsort ==> transport]'}
tranpsort	["[('transport', 0.0003242532953254429)]"]	transport	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tranpsort ==> transport]'}
tranpsort	["[('transport', 0.0003242532953254429)]"]	transport	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tranpsort ==> transport]'}
cefotaxmin	["[('eotaxin', 0.9), ('chemotaxin', 0.9), ('cefotaxime', 0.9), ('eotaxins', 0.9)]"]	eotaxin	Changed	{'Corrected - Using MultiEdit Probable Candidates [cefotaxmin ==> eotaxin]'}
sennekot	["[('stennert', 0.9), ('sennetsu', 0.9), ('rennet', 0.9), ('kennet', 0.9)]"]	stennert	Changed	{'Corrected - Using MultiEdit Probable Candidates [sennekot ==> stennert]'}
sennekot	["[('stennert', 0.9), ('sennetsu', 0.9), ('rennet', 0.9), ('kennet', 0.9)]"]	stennert	Changed	{'Corrected - Using MultiEdit Probable Candidates [sennekot ==> stennert]'}
sennekot	["[('stennert', 0.9), ('sennetsu', 0.9), ('rennet', 0.9), ('kennet', 0.9)]"]	stennert	Changed	{'Corrected - Using MultiEdit Probable Candidates [sennekot ==> stennert]'}
sennekot	["[('stennert', 0.9), ('sennetsu', 0.9), ('rennet', 0.9), ('kennet', 0.9)]"]	stennert	Changed	{'Corrected - Using MultiEdit Probable Candidates [sennekot ==> stennert]'}
sennekot	["[('stennert', 0.9), ('sennetsu', 0.9), ('rennet', 0.9), ('kennet', 0.9)]"]	stennert	Changed	{'Corrected - Using MultiEdit Probable Candidates [sennekot ==> stennert]'}
secontary	["[('secondary', 0.00031006721365495476)]"]	secondary	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [secontary ==> secondary]'}
secon	["[('second', 0.0002565654199262567)]"]	second	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [secon ==> second]'}
secon	["[('second', 0.0002565654199262567)]"]	second	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [secon ==> second]'}
secon	["[('second', 0.0002565654199262567)]"]	second	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [secon ==> second]'}
secon	["[('second', 0.0002565654199262567)]"]	second	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [secon ==> second]'}
secon	["[('second', 0.0002565654199262567)]"]	second	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [secon ==> second]'}
tinglin	["[('tingling', 4.0531661915680364e-07)]"]	tingling	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tinglin ==> tingling]'}
tinglin	["[('tingling', 4.0531661915680364e-07)]"]	tingling	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tinglin ==> tingling]'}
tinglin	["[('tingling', 4.0531661915680364e-07)]"]	tingling	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tinglin ==> tingling]'}
tinglin	["[('tingling', 4.0531661915680364e-07)]"]	tingling	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tinglin ==> tingling]'}
arrythmmia	["[('arrythmia', 0.9), ('arrythmias', 0.9), ('arrythmia,', 0.9), ('arrhythmia', 0.9)]"]	arrythmia	Changed	{'Corrected - Using MultiEdit Probable Candidates [arrythmmia ==> arrythmia]'}
contonese	["[('cantonese', 1.4653560522135668e-05)]"]	cantonese	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [contonese ==> cantonese]'}
